taxpayer_id,C++,Go,Python
H002723-0L9RZ0,0,0,0
H002724-KPYEIT,136501,644971,644971
H002725-WJ2L1Z,-548682,-2235142,-2235142
H002726-H5I0B5,3955873,4794550,4794550
H002727-F3D94Y,-585558,-392310,-392310
H002728-Z1O1EO,1731173,1466071,1466071
H002729-WBO6I1,-2646,-2646,-2646
H002730-18HJ2S,6316734,7345745,7345745
H002731-PD7CJJ,0,0,0
H002732-GTK33F,1105335,729843,729843
H002733-25X543,18466,18466,18466
H002734-QU64EY,3653,3653,3653
H002735-4ZHYYO,3714564,3050631,3050631
H002736-O66CID,-86942,-86603,-86603
H002737-P6EL20,5975375,5976160,5976160
H002738-5C23PO,5179616,6258983,6258983
H002739-4XMWJ1,1089538,1131183,1131183
H002740-DP9C9H,0,0,0
H002741-GVEEZB,12545,12545,12545
H002742-QJLA9B,4936851,4329209,4329209
H002743-6F50JD,2856,2856,2856
H002744-9JSY40,463158,477858,477858
H002745-OZAJEX,5100559,5466301,5466301
H002746-P5Y2UR,365527,303141,303141
H002747-71U7J5,0,0,0
H002748-C0NQ4W,0,0,0
H002749-J692YG,0,0,0
H002750-A6OSP0,1297704,1296959,1296959
H002751-BFVHLZ,1269784,935835,935835
H002752-YK6LAB,-53417,64403,64403
H002753-QV0X7Z,6723691,8240993,8240993
H002754-JLXNE0,570683,396940,396940
H002755-EG5C2P,2696738,2255983,2255983
H002756-ZDRBHN,-601961,-1896883,-1896883
H002757-1GYNLP,11997,11997,11997
H002758-SLJAKJ,676981,988028,988028
H002759-5V2DNQ,-129725,-401863,-401863
H002760-RIRHUU,12009,12009,12009
H002761-GWV333,1285950,635185,635185
H002762-HV7ZY5,7983,7983,7983
H002763-3W2UB5,-645653,-704060,-704060
H002764-WH4LZH,0,0,0
H002765-9H4KLE,0,0,0
H002766-0VZFKY,0,0,0
H002767-JYPXSW,7992,320364,320364
H002768-GIL6ZO,-542313,-593583,-593583
H002769-TW78PU,-850560,-3250460,-3250460
H002770-Z0QI19,-137235,-248500,-248500
H002771-1Z2I75,949978,877373,877373
H002772-NO8NY5,-709842,-704236,-704236
H002773-L2FHJ0,-427045,-1678646,-1678646
H002774-USGH6A,-540007,-589603,-589603
H002775-Y15JUA,0,0,0
H002776-7J9HXS,3560,3560,3560
H002777-GFLW8Q,5527,5527,5527
H002778-XRTE99,-135687,-207632,-207632
H002779-OQ0PMV,1633790,1961832,1961832
H002780-RSCBEB,422025,908507,908507
H002781-ACA4AU,-232175,-228981,-228981
H002782-RS1KOK,1712975,3976576,3976576
H002783-NWWTEH,-218094,-805617,-805617
H002784-8UZZ6E,-181871,-675954,-675954
H002785-4CVAUY,-143109,-489817,-489817
H002786-HQ1VEY,4600950,8267888,8267888
H002787-CUHNL4,-210042,-735285,-735285
H002788-6FMV5F,42226,193673,193673
H002789-RZH4EL,60708,76948,76948
H002790-OJHKM9,-212460,-212318,-212318
H002791-AT36FV,-311824,-197867,-197867
H002792-9KE2FJ,995567,1073293,1073293
H002793-M9KC4F,327876,701909,701909
H002794-HHTJ3I,577749,577391,577391
H002795-06RXTK,11929,11929,11929
H002796-W1QNB6,17476,17476,17476
H002797-J9454L,0,0,0
H002798-Z7YEHR,3948904,4618668,4618668
H002799-J4EEEG,1091665,1622716,1622716
H002800-35JD7S,1042620,1265349,1265349
H002801-WRCRTR,37635,1071638,1071638
H002802-P2D0FF,1433167,1873032,1873032
H002803-N0T8AN,0,0,0
H002804-5M86E9,-352508,-1182140,-1182140
H002805-RNTAD9,9507372,8969355,8969355
H002806-0HIPI5,-153925,-366437,-366437
H002807-AB2SD9,0,0,0
H002808-QACVXW,3816687,3822128,3822128
H002809-4WI2LE,308378,286012,286012
H002810-FO89XO,-531905,-1883973,-1883973
H002811-YDWXA9,-366630,-1165684,-1165684
H002812-PQMWZT,2125151,1606796,1606796
H002813-VX3Q0I,772243,2774864,2774864
H002814-TF3F85,0,0,0
H002815-3QB5UL,0,0,0
H002816-Q8C5IX,0,0,0
H002817-H1LAG8,6541604,7433699,8107098
H002818-7VNGFH,11067971,9841170,9841170
H002819-IXNKNV,654692,599790,599790
H002820-JYKUJB,1835253,2021954,2021954
H002821-NXEYAG,9635227,7013899,7013899
H002822-VEPP38,-283270,-357834,-357834
H002823-75F9U6,65,65,65
H002824-8KEJ54,-318951,-318951,-318951
H002825-VRW0F5,3836890,3891910,3891910
H002826-LZC98U,383867,5149,5149
H002827-P0GMRC,-482764,-480447,-480447
H002828-UEQSLM,0,0,0
H002829-LKV36E,-113069,298797,298797
H002830-67ZTOA,135143,476482,476482
H002831-FK8JZK,5175571,5174092,5174092
H002832-0XM4SM,6464685,6019785,6019785
H002833-4W29JF,5261973,2513393,2513393
H002834-8OOO3G,0,0,0
H002835-7KXVS2,253093,529562,529562
H002836-HSQXUY,1020007,1020007,1020007
H002837-R381AL,424654,519951,519951
H002838-1PLFO7,-71479,-198835,-198835
H002839-839B4B,2321507,2305873,2305873
H002840-1JLIX7,349098,702748,702748
H002841-Y1WX1A,1433843,2469459,2469459
H002842-YCW6BT,-48725,-38236,-38236
H002843-L30D1B,1017,1017,1017
H002844-PXNNB1,3272200,508747,508747
H002845-M1MCUC,4271685,4022008,4022008
H002846-6AMD29,3169681,3407152,3407152
H002847-5KYQ8G,4476441,2978280,2978280
H002848-YJB0D2,11815,11815,11815
H002849-UDSKMW,2502373,2729885,2729885
H002850-VXGOJC,203483,468556,468556
H002851-61TRJL,-275137,-274896,-274896
H002852-0QDPO1,1425511,1359862,1359862
H002853-YDN2SA,2122490,4571393,4571393
H002854-QYS5UM,1203582,168265,168265
H002855-EF03GC,3427411,4745523,4745523
H002856-1AMVO1,3494,3494,3494
H002857-0QIJI2,10803402,11400003,11400003
H002858-YN64MA,-88151,-333497,-333497
H002859-AOC9OG,0,0,0
H002860-E265W7,2589343,1239926,1239926
H002861-UG7E29,1986448,2463432,2463432
H002862-8IG7IG,4889612,4667730,4667730
H002863-VCJNI3,9353749,8773008,8773008
H002864-M8TYHR,0,0,0
H002865-9F0LHJ,7987886,8505136,8505136
H002866-JAWFTX,2039618,1149852,1149852
H002867-3KCRNH,3133937,2253927,2253927
H002868-57YVPS,-385048,-1130336,-1130336
H002869-H906QS,2386148,2398159,2398159
H002870-L6J21B,0,0,0
H002871-E47BO3,-432393,-455421,-455421
H002872-PZGAHA,2555385,3376208,3376208
H002873-9Q7A58,3686660,3724071,3724071
H002874-GYD2F5,776116,1031753,1031753
H002875-QDGLVM,559963,-110986,-110986
H002876-2EAB8D,743859,695208,695208
H002877-DPI8QD,0,0,0
H002878-WB3L86,222185,317442,317442
H002879-NEU84M,-493876,-528783,-528783
H002880-TFTH6A,0,0,0
H002881-R8O7AM,5418620,5314636,5314636
H002882-OX9HP8,689212,2741549,2741549
H002883-F1CJQB,3138163,6786167,6786167
H002884-62OHVY,605922,920741,920741
H002885-6608Z8,-317114,-1104011,-1104011
H002886-YW4VJI,1346787,1429632,1429632
H002887-S69LRG,21491141,19503726,19244052
H002888-8GRH4Y,4293713,5514001,5514001
H002889-C3GCOF,4839685,4624159,4624159
H002890-1LRXEZ,8996,8996,8996
H002891-DTYU1P,1567004,1843481,1843481
H002892-6O1K1L,-147900,-38744,-38744
H002893-NXQU5N,-238971,-243854,-243854
H002894-EI4HP2,2446279,2368745,2368745
H002895-0PAPPF,10902,10902,10902
H002896-TXBKJW,2348327,2118227,2118227
H002897-X4ACIR,0,0,0
H002898-42E49F,6592826,6488670,6488670
H002899-UG7RIQ,494215,1455874,1455874
H002900-8H8DEV,3989,3989,3989
H002901-KSR7IT,-271098,-838321,-838321
H002902-RM06CS,-351602,-1276552,-1276552
H002903-0T5V5B,-656582,-454132,-454132
H002904-36LAEB,-144790,-156521,-156521
H002905-LNIUO2,16175218,17067010,17067010
H002906-RV6FK5,-236970,-862973,-862973
H002907-OLMQ7B,6559244,6491324,6491324
H002908-AXK5E7,8467901,11367488,11367488
H002909-7Z5H75,1207528,840987,840987
H002910-W9OE8F,-321728,-1145910,-1145910
H002911-POPE55,-91198,-90712,-90712
H002912-B63WMF,2361009,1979559,1979559
H002913-J4O6CM,1454496,1221404,1221404
H002914-GHD7IZ,-59946,-59250,-59250
H002915-9Q0ZO9,-45721,-332825,-332825
H002916-L8N537,2191464,2303915,2303915
H002917-RF407Z,10529,10529,10529
H002918-LI2K6Z,2759,2759,2759
H002919-V00LJD,-5987,-5987,-5987
H002920-WZ5RRX,0,894403,894403
H002921-PECGBB,7145,7145,7145
H002922-87ENYP,-53835,-640058,-640058
H002923-FE6TTZ,4016,4016,4016
H002924-B0T5LJ,3026208,1388964,1388964
H002925-HL63FJ,3096112,1780337,1780337
H002926-KPQ86Z,-172023,-172916,-172916
H002927-35PRYZ,0,0,0
H002928-9HQYP9,3256484,3256484,3256484
H002929-VLPQC5,2232,2232,2232
H002930-GFE0MU,-225477,-718035,-718035
H002931-OF6ITL,4756044,5535050,5535050
H002932-DMPMBA,-356167,-345095,-345095
H002933-7OE5N9,-97735,-335293,-335293
H002934-QVU0AL,16490,16490,16490
H002935-OIZI91,-378257,-1259380,-1259380
H002936-L893Z7,-220956,-112728,-112728
H002937-2EW6OQ,8019,8019,8019
H002938-BUHECA,19159,19159,19159
H002939-W2L9YK,1489791,1508745,1508745
H002940-4M9ABW,8017,8017,8017
H002941-682NI1,2190321,2065216,2065216
H002942-P1USO5,3864,3864,3864
H002943-4EUL3B,-151470,-541704,-541704
H002944-KFGBX3,-491084,-491512,-491512
H002945-4XB4LB,2640907,3435328,3435328
H002946-0RO2O4,1792599,1300107,1300107
H002947-MB74MY,6394214,6175774,6175774
H002948-8VSN3E,4020,4020,4020
H002949-6RZNZY,3854,805259,805259
H002950-OPT4DA,2495057,1888789,1888789
H002951-IPDCFO,162,162,162
H002952-LI493K,62853,62853,62853
H002953-6HD7RH,8161,632568,632568
H002954-ZEQRNZ,-283,3044,3044
H002955-BD70KC,20097,20097,20097
H002956-GJHPHN,2760902,3751992,3751992
H002957-QBH627,-648482,-2462054,-2462054
H002958-NLQKOB,-642178,-638257,-638257
H002959-UFT626,4439162,4975300,4975300
H002960-TUHJR2,8579710,13678727,13678727
H002961-516WA8,8039,8039,8039
H002962-QY1LKB,6345919,6414460,6414460
H002963-SSYH8S,0,0,0
H002964-ZD98JF,484496,505818,505818
H002965-F6DKI4,1091533,0,0
H002966-B9EIWS,1169773,1169780,1169780
H002967-VS95Y0,813,8329,8329
H002968-RBBTHW,2688972,2663295,2663295
H002969-1INBBN,2853104,3338702,3338702
H002970-T2ASBG,-145476,-136976,-136976
H002971-NW4LBN,0,0,0
H002972-BOF826,0,0,0
H002973-V2BHX4,7665106,5547240,5547240
H002974-0G69S9,10187,10187,10187
H002975-6ZZ66C,-115353,-193759,-193759
H002976-6LRBWF,2799656,4134499,4134499
H002977-QLAG6S,840768,1049590,1049590
H002978-QQS4ID,0,0,0
H002979-4W7BQ0,-291659,-182759,-182759
H002980-3AGGPA,5798978,5705898,5705898
H002981-BPZPLB,20460,20460,20460
H002982-SMMZSK,2470591,2549215,2549215
H002983-PPHE05,0,0,0
H002984-MHVOUL,559486,0,0
H002985-OEDL7H,75334,-19736,-19736
H002986-RSCG4Q,12007,164713,164713
H002987-PSC17B,60258,60258,60258
H002988-PRGEG0,3611325,3612266,3612266
H002989-ZFG9YO,0,0,0
H002990-H13C0K,9907829,11984035,11984035
H002991-PZOA6F,646004,-94912,-94912
H002992-297O60,80497,80497,80497
H002993-LWYYJO,-248552,-234945,-234945
H002994-P35HUH,6820219,6452171,6452171
H002995-D4E6YR,0,0,0
H002996-XZZFML,11238,11238,11238
H002997-Q8G064,2181340,773265,773265
H002998-5C7TRZ,7131401,7539546,7539546
H002999-OOLLX6,33041,33041,33041
H003000-WFVII8,-748822,-750790,-750790
H003001-G6HQTJ,-50342,466698,466698
H003002-3STK1T,1612660,2430838,2430838
H003003-XPOPRL,701655,1217204,1217204
H003004-JGZH2E,936524,804428,804428
H003005-PMOOEL,876392,843739,843739
H003006-YATDH5,0,0,0
H003007-ZKMCRE,0,0,0
H003008-837JEI,-890447,-843046,-843046
H003009-VHE36Y,1180,1180,1180
H003010-69JQRK,0,0,0
H003011-ZHDBZF,-155028,-146842,-146842
H003012-1ZXCKL,642148,438912,438912
H003013-6ZQXEU,22146,22146,22146
H003014-7HX50B,-154949,-202198,-202198
H003015-LBKQRB,13458656,13184872,13184872
H003016-P35DAQ,0,0,0
H003017-OT4N3U,-177746,-777716,-777716
H003018-SCNJXQ,18931,18931,18931
H003019-CXDS9B,709356,102901,102901
H003020-YTQWV1,0,0,0
H003021-KWOZLN,483778,483778,483778
H003022-2DKH8W,1394720,1524201,1524201
H003023-GJLJPE,2941,2941,2941
H003024-UTEXKN,3408400,2393600,2393600
H003025-DH5QB5,876888,-479738,-479738
H003026-LSRK3A,-167992,-620111,-620111
H003027-KVI5HO,1379921,2657714,2657714
H003028-1JD9SN,-391673,-386412,-386412
H003029-9V8JH7,0,0,0
H003030-BV3DAM,97112,97112,97112
H003031-MUFZH5,-525656,-524436,-524436
H003032-NIQL0I,0,0,0
H003033-ZI2KKN,0,0,0
H003034-9JK9S6,1291624,1402919,1402919
H003035-ZRAVIC,1594614,2052914,2052914
H003036-JS9FCG,4531555,4403160,4403160
H003037-VTPSVM,1663324,1155757,1155757
H003038-3R9WQ2,7691630,7074205,7074205
H003039-BS8GVM,-155710,-391482,-391482
H003040-GJ7708,2663690,3463775,3463775
H003041-FSIP52,4001,4001,4001
H003042-CVN52K,-637771,-608168,-608168
H003043-T0A0P6,-223682,-805072,-805072
H003044-GA1WB0,-68332,-443752,-443752
H003045-8B7LG7,-500044,-1391076,-1391076
H003046-KOOJ6F,1312019,1692084,1692084
H003047-N0OPWA,4887361,5920037,5920037
H003048-CQBHXS,2453269,2265470,2265470
H003049-XG97US,4627541,3578109,3578109
H003050-SHWKQP,-132616,-133968,-133968
H003051-3MLU2W,1711291,883115,883115
H003052-VOAYUV,5059405,4715055,4715055
H003053-94VFB0,-61293,-482565,-482565
H003054-XZW23Q,3286393,1256707,1256707
H003055-E6IPGH,0,0,0
H003056-GUDQRX,1689,1689,1689
H003057-1A9FV5,8734914,9024088,9024088
H003058-WKDSCO,-55122,-58332,-58332
H003059-QD5UHI,-200611,-771585,-771585
H003060-V13EO0,-246561,-954173,-954173
H003061-EY0SJ7,2278554,1189051,1189051
H003062-R7WKA2,4339,4339,4339
H003063-DH97XV,7990,7990,7990
H003064-VPP94A,0,0,0
H003065-W9GV58,809776,191476,191476
H003066-P54HS1,4293031,690139,690139
H003067-LUKWE6,0,0,0
H003068-FFJFKL,458223,0,0
H003069-LA87D3,3118143,3816291,3816291
H003070-NH5JSU,47350,47350,47350
H003071-0JOBRQ,3470180,3862127,3862127
H003072-62OVQA,43216,195673,195673
H003073-4024SO,-101659,-641450,-641450
H003074-8VYPED,266505,291652,291652
H003075-7NRXR2,0,0,0
H003076-05N81Z,0,0,0
H003077-FGA5TZ,12010,12010,12010
H003078-FOYX3J,-584955,-353530,-353530
H003079-YH231Z,5438501,5580078,5580078
H003080-5WSLRD,-111933,930441,930441
H003081-DC5OT6,1427016,199011,199011
H003082-CVY138,9194311,7839710,7839710
H003083-I5PHWS,-542959,-1932203,-1932203
H003084-WZ6NMA,643315,399724,399724
H003085-MU86XJ,1814250,3003582,3003582
H003086-9ZWL5H,-160857,25226,25226
H003087-SM3DRP,3839,3839,3839
H003088-UMEG4P,-27564,-753264,-753264
H003089-B7APEH,2177132,2573870,2573870
H003090-KPI6Q5,-115659,-406062,-406062
H003091-TA8AAT,-56883,-21319,-21319
H003092-KLGFBR,-725855,-2571720,-2571720
H003093-C1ZWAQ,1604749,987075,987075
H003094-ZHSBWZ,-63432,-231506,-231506
H003095-OX5Z9J,1710130,1938210,1938210
H003096-B9HQLO,503792,-20502,-20502
H003097-72IRJ9,1535,1535,1535
H003098-LXWOZU,8865,979445,979445
H003099-UOQ9D9,362492,823722,823722
H003100-YYA6PR,1854535,1670828,1670828
H003101-MUEI9M,2700583,3277908,3277908
H003102-G5PUWU,-280404,-281501,-281501
H003103-RMPTUX,0,0,0
H003104-NBLPRB,5740656,5949012,5949012
H003105-UMI93X,1879177,3182619,3182619
H003106-B5Y0IO,-142577,-464312,-464312
H003107-TZ53H9,0,0,0
H003108-VZ7XV6,10624,1065410,1065410
H003109-YOQJ5F,7259,7259,7259
H003110-C47QKR,4555730,4549306,4549306
H003111-SG87V0,1223478,1297091,1297091
H003112-90XH87,8581897,8651759,8651759
H003113-WHDUSW,-264754,-255429,-255429
H003114-BHTOGP,3988983,4298806,4298806
H003115-99QM4W,0,0,0
H003116-K2N3IK,-231188,-1070843,-1070843
H003117-WUE7VA,1657693,1652228,1652228
H003118-GAKL0N,6619019,6781949,6781949
H003119-KG1S19,-604730,-463191,-463191
H003120-OMDTJD,0,0,0
H003121-FIVVIZ,117455,0,0
H003122-K9CM8J,0,0,0
H003123-EXETOF,4242782,4745397,4745397
H003124-EICWTV,2573119,2894272,2900795
H003125-1WAXT6,0,0,0
H003126-EQVLQN,2977866,3546176,3546176
H003127-JBUN87,2420667,11982,11982
H003128-6NCVWG,0,0,0
H003129-RUCCNS,5545174,5539149,5539149
H003130-LNGY9B,797110,1332816,1332816
H003131-3V0YCK,9894678,9891485,9891485
H003132-IL769L,3207477,2156194,2156194
H003133-OJG5R0,-196517,-1132688,-1132688
H003134-FDK2DC,0,0,0
H003135-4O5ODP,3415838,1601174,1601174
H003136-E21DRP,0,0,0
H003137-6KGOLL,1314741,1244686,1244686
H003138-T4TB1O,2906162,3223946,3223946
H003139-5HPVI9,12001,12001,12001
H003140-VRY5R6,-97211,-80507,-80507
H003141-YR77B6,4017,4017,4017
H003142-T5T0LW,966,966,966
H003143-E56KAN,1422996,1467167,1467167
H003144-UK0IEY,-107383,-49982,-49982
H003145-S9E98U,7150,7150,7150
H003146-4D4YPL,3585756,3599365,3599365
H003147-Z7L938,1061322,1174943,1174943
H003148-JAXV3W,1587061,2110407,2110407
H003149-5BXJXK,5274051,4891782,4891782
H003150-45O5TJ,365055,688386,688386
H003151-YQGFGL,6229359,6836616,6836616
H003152-3A8ASL,0,0,0
H003153-2MYX9P,1671122,1674918,1674918
H003154-VHYD5F,1879731,36734,36734
H003155-U2IXPR,4027586,3592046,3592046
H003156-U9ZP68,2907951,2814961,2814961
H003157-IW33ZO,2823118,1565685,1565685
H003158-L335M8,2228641,1835065,1835065
H003159-JDUH5H,4417156,5223902,5223902
H003160-Z39PLV,2707313,2543812,2543812
H003161-UHFUUG,15828,15828,15828
H003162-CIOO2A,-441765,-498129,-498129
H003163-09LAD6,4472,4472,4472
H003164-ZH16YP,280053,717275,717275
H003165-4VAUW3,5675985,6050331,6050331
H003166-M9IC2I,7277576,6317332,6317332
H003167-U3RC3B,-82298,-41778,-41778
H003168-CHV60Y,-508424,-507222,-507222
H003169-9X1IUM,921664,1055328,1055328
H003170-32FPAU,3044714,3228309,3228309
H003171-DVCQDA,290702,-50219,-50219
H003172-R6Z1YY,95907,95907,95907
H003173-LIH3ND,-74713,-95417,-95417
H003174-HXMA4Q,49513,192647,192647
H003175-ACDVCE,2436417,2778313,2778313
H003176-T6CGEG,3125806,4007367,4007367
H003177-WSZXVJ,2263104,2827047,2827047
H003178-XKAPSV,0,0,0
H003179-UINKRY,-150484,-521517,-521517
H003180-EA2CO9,9769,9769,9769
H003181-JFFMX8,-303895,-155659,-155659
H003182-DXPS2B,-162881,-84734,-84734
H003183-P6KDNR,2433389,2407697,2407697
H003184-NMN6AM,-322525,-1438931,-1543851
H003185-QWT6BY,-91591,-358496,-358496
H003186-26BVSI,-94145,-94674,-94674
H003187-S3Z3Q9,3692250,2614696,2614696
H003188-Q3XC6Q,-192218,-1175930,-1175930
H003189-PC9XVN,3697515,3690682,3690682
H003190-W7IN2Q,127416,127416,127416
H003191-H96S79,-384603,-510016,-510016
H003192-W22QUK,-8107,142047,142047
H003193-7ZHW31,2187332,1939231,1939231
H003194-7G1PP3,0,0,0
H003195-6C2OCL,7730398,7954464,7954464
H003196-HMX8R7,5083615,4989611,4989611
H003197-8FWIL8,0,0,0
H003198-FYJ5I4,-264591,-590946,-590946
H003199-3GIDVW,0,0,0
H003200-VTT7W6,3964,3964,3964
H003201-6RRFTV,24164,505675,505675
H003202-TW5IRR,0,0,0
H003203-RQ8VXU,-498989,-496910,-496910
H003204-VF9IU5,6834435,6150736,6150736
H003205-A6GJZB,8737,8737,8737
H003206-2Q9YAO,2379951,2760394,2760394
H003207-6DP9WF,628666,581518,581518
H003208-VVSMQZ,-48135,-32045,-32045
H003209-PYBYXK,0,0,0
H003210-8KKGJE,6774667,6484936,6484936
H003211-I8KXPB,192680,1352547,1352547
H003212-WY3NNS,0,0,0
H003213-CS0HW5,1762049,1831889,1831889
H003214-HFSICE,60140,60140,60140
H003215-E9VFGP,198374,178040,178040
H003216-5EFAA6,2784658,2556278,2556278
H003217-BE1B0R,0,0,0
H003218-B6COS3,6451170,6004746,6004746
H003219-W23PCB,3291922,3847903,3847903
H003220-OK8DH0,2487217,1577431,1577431
H003221-922JE2,-544921,-2249991,-2249991
H003222-CV4LMH,3415,3415,3415
H003223-WX9HK1,766266,763582,763582
H003224-AQFDSH,0,0,0
H003225-TVQJKE,1138190,945321,945321
H003226-3WAIEY,0,0,0
H003227-ZOTZCQ,4572999,4553164,4553164
H003228-STIRT1,7986,7986,7986
H003229-TFRQYH,5877154,5778107,5778107
H003230-8U4P1Q,3953,3953,3953
H003231-QNOQEA,527919,1083027,1083027
H003232-U1Q3BK,0,0,0
H003233-AWYVHL,-464607,-1549589,-1549589
H003234-GLFG38,1429304,1093452,1093452
H003235-12NMZ8,-201402,-291783,-291783
H003236-4NL3LO,1120813,1169767,1169767
H003237-3HNP8G,-363331,-672049,-672049
H003238-BQJ306,-330129,-467733,-467733
H003239-6DK9O4,2284423,2168697,2168697
H003240-4B9B5J,1568049,1474952,1474952
H003241-0FRMVI,-23169,1603817,1603817
H003242-XKRIA7,202135,1775117,1775117
H003243-SYPTOI,-132022,-132150,-132150
H003244-LGJOAA,27733,27733,27733
H003245-P7R3O7,0,0,0
H003246-YZ3SP2,5036,5036,5036
H003247-6TI8CP,0,0,0
H003248-Z9SINE,-44233,220400,220400
H003249-Q146Q6,-45247,-255200,-255200
H003250-PSZN1L,-198361,830391,830391
H003251-IM9WBT,12733,12733,12733
H003252-7J3QN0,204668,832,832
H003253-1QFUO7,-53041,1289992,1289992
H003254-JZ4XZJ,-241015,-231327,-231327
H003255-ZD40TE,0,0,0
H003256-PF5M63,2926081,2742952,2742952
H003257-CTDKO8,-103928,-446816,-446816
H003258-1D4808,-764742,-3098708,-3098708
H003259-LU4TD1,4409400,2429888,2429888
H003260-5342K2,-38301,-68414,-68414
H003261-O3YSA2,-132992,-519752,-519752
H003262-KQUJWR,1059317,1276240,1276240
H003263-T5XG3V,-281704,-1095749,-1095749
H003264-QV898H,4366089,4362795,4362795
H003265-YDUDTG,0,0,0
H003266-JVVCSP,-33493,-138884,-138884
H003267-YZVRAY,136375,124663,124663
H003268-9FYP5K,13333030,14261390,14261390
H003269-F933JG,-60820,213175,213175
H003270-2GDTNO,2528355,2605947,2605947
H003271-V4YERH,0,0,0
H003272-0VZ0PX,7036,8222,8222
H003273-DPJZUR,0,0,0
H003274-BGMNTB,816729,900823,900823
H003275-8EQO2U,2118892,1682712,1682712
H003276-Q5E0YS,2275147,2275147,2275147
H003277-PSKZYL,2669359,3369914,3369914
H003278-POKP27,71212,355640,355640
H003279-0BNFIS,-81655,156424,156424
H003280-91IVM6,9140483,12886109,12886109
H003281-LFSCJR,0,0,0
H003282-J1DQJR,1285074,360914,360914
H003283-PHMTBS,2805852,4130340,4130340
H003284-1QW1S5,-2641,-8636,-8636
H003285-7X4RJW,0,0,0
H003286-4KVVQB,-230990,-728760,-728760
H003287-N0Z2Z5,927130,836582,836582
H003288-3H45OF,3995,3995,3995
H003289-W0U068,3078535,3482799,3482799
H003290-B161JP,0,0,0
H003291-LRLK2C,9196,0,0
H003292-Q668ZI,540823,861007,861007
H003293-YY8SDK,4010,4010,4010
H003294-LSSMAM,19632,19632,19632
H003295-DWHBOQ,566582,311878,311878
H003296-HBHL4B,11785880,11946821,11946821
H003297-XVBN8W,0,0,0
H003298-W1CJ90,1323566,1810001,1810001
H003299-IMQRSM,8724,8724,8724
H003300-NGY1EM,6672409,6660774,6660774
H003301-1PJ0AT,2736,2736,2736
H003302-846P2X,464203,345099,345099
H003303-1A00F4,5623,5623,5623
H003304-PDE6XX,-298618,-284263,-284263
H003305-LAS04S,3180845,4387004,4387004
H003306-ZCVW7O,10203,10203,10203
H003307-D56XDS,3601,1932859,1932859
H003308-J9Z04N,132510,132510,132510
H003309-SCHY77,165029,165029,165029
H003310-23YIGG,-197386,-199028,-199028
H003311-AJ04GM,-288136,-1051132,-1051132
H003312-569NVD,-226065,-231416,-231416
H003313-K8J2ZY,6318073,6292474,6292474
H003314-VTRX7Y,5238260,4633436,4633436
H003315-3DGT6M,0,0,0
H003316-ZMVGB6,-9948,-340918,-340918
H003317-A4DB3N,5808306,4896260,4896260
H003318-T69M9D,0,0,0
H003319-3XP0GD,-247840,-1157034,-1157034
H003320-C1UUWM,1751760,988027,988027
H003321-USGMWE,-82828,-85635,-85635
H003322-82PA4C,174554,1793874,1793874
H003323-A1U9NU,1063965,1129774,1129774
H003324-7LMSTB,3856339,2444211,2444211
H003325-U881FU,-372628,-376750,-376750
H003326-JRZVE8,-346258,-346033,-346033
H003327-JELQZ0,0,0,0
H003328-LHEAU1,-166563,-277890,-277890
H003329-AD15ZQ,3681935,3368783,3368783
H003330-OVZFMN,-495828,-1860640,-1860640
H003331-MRPCIM,7039,7039,7039
H003332-7GM1T5,4446159,5022738,5022738
H003333-FY7LJE,2672990,3638535,3638535
H003334-55OHF3,-549486,-1999781,-1999781
H003335-JX0856,1172939,719117,719117
H003336-N8D13F,0,1538590,1538590
H003337-RA8IH8,2057630,-126998,-126998
H003338-R65AQI,-25216,-230757,-230757
H003339-RCTT5M,-170656,-852431,-852431
H003340-XVT1QD,2023003,1337229,1337229
H003341-8GDVD7,-164371,-611910,-611910
H003342-BRBRQY,56998,56998,56998
H003343-BI4FDX,8376,8376,8376
H003344-VN7LJJ,12429962,9267725,9267725
H003345-CH5AY4,0,0,0
H003346-L6PNVX,521,521,521
H003347-87WYV2,-87494,-87031,-87031
H003348-U8ZMGV,1670110,1670110,1670110
H003349-58VQN4,2760205,2467325,2467325
H003350-H0MK9F,6842480,6510324,6510324
H003351-WFBZ7I,8020,8020,8020
H003352-AVPM30,937632,11175,11175
H003353-LCG4CH,8950,8950,8950
H003354-F8RXQY,5053423,4114319,4114319
H003355-C5DWES,4024253,3583175,3583175
H003356-RN4Z6H,-119495,-123756,-123756
H003357-QXTR27,258171,255447,255447
H003358-NAKUNE,-94314,-352843,-352843
H003359-KM0N1U,5526158,5834904,5834904
H003360-0FB5FV,-184554,-100966,-100966
H003361-1J7SCA,-509988,-1912383,-1912383
H003362-BRFGQ2,0,0,0
H003363-TIRQBQ,1697415,1796646,1796646
H003364-F3TBSH,6624,6624,6624
H003365-S1MKJ2,1181689,1925643,1925643
H003366-SQCO4P,23902,23902,23902
H003367-NXBRZD,7809370,7094735,7094735
H003368-1GQBYB,4353023,2823954,2823954
H003369-GS421X,4099135,4301337,4301337
H003370-4GG4G9,-404380,-1541788,-1541788
H003371-WZF1P5,0,0,0
H003372-PPA1XI,-251664,-2221162,-2221162
H003373-I6WFFN,43044,43044,43044
H003374-RPJKZR,2038608,1916665,1916665
H003375-L96Y36,-93803,-1297187,-1297187
H003376-AZ0O7T,-267896,-954112,-954112
H003377-94W9CA,3912712,3884516,3884516
